INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,SMILES,INCHI_STRING,DTXCID
998-30-1,CASRN,DTXSID6052667,Triethoxysilane,998-30-1,QQQSFSZALRVCSZ-UHFFFAOYSA-N,CCO[SiH](OCC)OCC,"InChI=1S/C6H16O3Si/c1-4-7-10(8-5-2)9-6-3/h10H,4-6H2,1-3H3
",DTXCID7031240
80584-92-5,CASRN,DTXSID10888578,"Hexanoic acid, 6,6',6''-(1,3,5-triazine-2,4,6-triyltriimino)tris-, compd. with 2,2',2''-nitrilotris[ethanol] (1:3)",80584-92-5,CAQVCPKFGUCELS-UHFFFAOYSA-N,OCCN(CCO)CCO.OCCN(CCO)CCO.OCCN(CCO)CCO.OC(=O)CCCCCNC1=NC(NCCCCCC(O)=O)=NC(NCCCCCC(O)=O)=N1,"InChI=1S/C21H36N6O6.3C6H15NO3/c28-16(29)10-4-1-7-13-22-19-25-20(23-14-8-2-5-11-17(30)31)27-21(26-19)24-15-9-3-6-12-18(32)33;3*8-4-1-7(2-5-9)3-6-10/h1-15H2,(H,28,29)(H,30,31)(H,32,33)(H3,22,23,24,25,26,27);3*8-10H,1-6H2
",DTXCID301027854
2592-95-2,CASRN,DTXSID3044627,1-Hydroxybenzotriazole,2592-95-2,ASOKPJOREAFHNY-UHFFFAOYSA-N,ON1N=NC2=C1C=CC=C2,"InChI=1S/C6H5N3O/c10-9-6-4-2-1-3-5(6)7-8-9/h1-4,10H
",DTXCID1024627
04-01-2457,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5026-74-4,CASRN,DTXSID8027585,4-(Diglycidylamino)phenyl glycidyl ether,5026-74-4,AHIPJALLQVEEQF-UHFFFAOYSA-N,C(OC1=CC=C(C=C1)N(CC1CO1)CC1CO1)C1CO1,"InChI=1/C15H19NO4/c1-3-12(17-9-15-10-20-15)4-2-11(1)16(5-13-7-18-13)6-14-8-19-14/h1-4,13-15H,5-10H2
",DTXCID107585
2172-33-0,CASRN,DTXSID8062232,"Dinaphtho[2,3-i:2',3'-i']benzo[1,2-a:4,5-a']dicarbazole-5,7,12,17,19,24(6H,18H)-hexone",2172-33-0,CVWSULASWLZVCH-UHFFFAOYSA-N,O=C1C2=CC=CC=C2C(=O)C2=C1C=CC1=C2NC2=C1C=CC1=C2C(=O)C2=C(C3=C(C=C2)C2=C(N3)C3=C(C=C2)C(=O)C2=CC=CC=C2C3=O)C1=O,"InChI=1S/C42H18N2O6/c45-37-21-5-1-3-7-23(21)39(47)29-25(37)13-9-17-19-11-15-27-31(35(19)43-33(17)29)41(49)28-16-12-20-18-10-14-26-30(34(18)44-36(20)32(28)42(27)50)40(48)24-8-4-2-6-22(24)38(26)46/h1-16,43-44H
",DTXCID1036543
14907-27-8,CASRN,DTXSID90466232,D-Tryptophan methyl ester hydrochloride,14907-27-8,XNFNGGQRDXFYMM-HNCPQSOCSA-N,Cl.COC(=O)[C@H](N)CC1=CNC2=CC=CC=C12,"InChI=1S/C12H14N2O2.ClH/c1-16-12(15)10(13)6-8-7-14-11-5-3-2-4-9(8)11;/h2-5,7,10,14H,6,13H2,1H3;1H/t10-;/m1./s1
",DTXCID80417051
57090-45-6,CASRN,DTXSID00205710,"alpha-Chlorohydrin, (-)-",57090-45-6,SSZWWUDQMAHNAQ-VKHMYHEASA-N,OC[C@@H](O)CCl,"InChI=1S/C3H7ClO2/c4-1-3(6)2-5/h3,5-6H,1-2H2/t3-/m0/s1
",DTXCID30128201
142068-96-0,CASRN,DTXSID501334916,142068-96-0 (name too long),142068-96-0,N/A,N/A,N/A,N/A
94114-03-1,CASRN,DTXSID701027351,"Gasoline, pyrolysis, hydrogenated",94114-03-1,N/A,N/A,N/A,N/A
1195231-94-7,CASRN,DTXSID701335215,2-[Ethyl(4-nitrosophenyl)amino]ethyl [3-(triethoxysilyl)propyl]carbamate,1195231-94-7,WMYVWAHHCIQRLL-UHFFFAOYSA-N,CCO[Si](CCCNC(=O)OCCN(CC)C1=CC=C(C=C1)N=O)(OCC)OCC,"InChI=1S/C20H35N3O6Si/c1-5-23(19-12-10-18(22-25)11-13-19)15-16-26-20(24)21-14-9-17-30(27-6-2,28-7-3)29-8-4/h10-13H,5-9,14-17H2,1-4H3,(H,21,24)
",DTXCID501764941
102-79-4,CASRN,DTXSID1044354,N-Butyldiethanolamine,102-79-4,GVNHOISKXMSMPX-UHFFFAOYSA-N,CCCCN(CCO)CCO,"InChI=1S/C8H19NO2/c1-2-3-4-9(5-7-10)6-8-11/h10-11H,2-8H2,1H3
",DTXCID9024354
86087-23-2,CASRN,DTXSID50893863,(S)-(+)-3-Hydroxytetrahydrofuran,86087-23-2,XDPCNPCKDGQBAN-BYPYZUCNSA-N,O[C@H]1CCOC1,"InChI=1S/C4H8O2/c5-4-1-2-6-3-4/h4-5H,1-3H2/t4-/m0/s1
",DTXCID401323902
73296-89-6,CASRN,DTXSID40104773,"Sulfuric acid, mono-C12-16-alkyl esters, sodium salts",73296-89-6,N/A,N/A,N/A,N/A
55290-62-5,CASRN,DTXSID90886133,"Benzenesulfonamide, 4-[2-(1-butyl-5-cyano-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-3-pyridinyl)diazenyl]-N-(2-ethylhexyl)-",55290-62-5,GRIJBPAOIJBRSI-UHFFFAOYSA-N,CCCCC(CC)CNS(=O)(=O)C1=CC=C(C=C1)N=NC1=C(O)N(CCCC)C(=O)C(C#N)=C1C,"InChI=1/C25H35N5O4S/c1-5-8-10-19(7-3)17-27-35(33,34)21-13-11-20(12-14-21)28-29-23-18(4)22(16-26)24(31)30(25(23)32)15-9-6-2/h11-14,19,27,32H,5-10,15,17H2,1-4H3
",DTXCID401025475
1809816-36-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55150-29-3,CASRN,DTXSID4069002,"1-Naphthalenecarbonyl chloride, 2-ethoxy-",55150-29-3,ZRVFFIXOCFUHDA-UHFFFAOYSA-N,CCOC1=C(C(Cl)=O)C2=CC=CC=C2C=C1,"InChI=1S/C13H11ClO2/c1-2-16-11-8-7-9-5-3-4-6-10(9)12(11)13(14)15/h3-8H,2H2,1H3
",DTXCID6041842
13870-28-5,CASRN,DTXSID50891889,Disodium disilicate,13870-28-5,OQEVSCYDUYRAAM-UHFFFAOYSA-N,[Na+].[Na+].[O-][Si](=O)O[Si]([O-])=O,"InChI=1S/2Na.O5Si2/c;;1-6(2)5-7(3)4/q2*+1;-2
",DTXCID501031439
822-06-0,CASRN,DTXSID4024143,"1,6-Diisocyanatohexane",822-06-0,RRAMGCGOFNQTLD-UHFFFAOYSA-N,O=C=NCCCCCCN=C=O,"InChI=1S/C8H12N2O2/c11-7-9-5-3-1-2-4-6-10-8-12/h1-6H2
",DTXCID004143
14205-39-1,CASRN,DTXSID7051715,Methyl 3-aminocrotonate,14205-39-1,XKORCTIIRYKLLG-UHFFFAOYSA-N,COC(=O)C=C(C)N,"InChI=1S/C5H9NO2/c1-4(6)3-5(7)8-2/h3H,6H2,1-2H3
",DTXCID7030270
13005-36-2,CASRN,DTXSID4065319,Potassium phenylacetate,13005-36-2,JFOZPCWVLIBFCH-UHFFFAOYSA-M,[K+].[O-]C(=O)CC1=CC=CC=C1,"InChI=1S/C8H8O2.K/c9-8(10)6-7-4-2-1-3-5-7;/h1-5H,6H2,(H,9,10);/q;+1/p-1
",DTXCID2033948
6440-58-0,CASRN,DTXSID8035217,"1,3-Dimethylol-5,5-dimethylhydantoin",6440-58-0,WSDISUOETYTPRL-UHFFFAOYSA-N,CC1(C)N(CO)C(=O)N(CO)C1=O,"InChI=1S/C7H12N2O4/c1-7(2)5(12)8(3-10)6(13)9(7)4-11/h10-11H,3-4H2,1-2H3
",DTXCID6015217
2770917-88-7,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1072-53-3,CASRN,DTXSID3020598,"Ethylene glycol, cyclic sulfate",1072-53-3,ZPFAVCIQZKRBGF-UHFFFAOYSA-N,O=S1(=O)OCCO1,"InChI=1S/C2H4O4S/c3-7(4)5-1-2-6-7/h1-2H2
",DTXCID70598
60-24-2,CASRN,DTXSID4026343,2-Mercaptoethanol,60-24-2,DGVVWUTYPXICAM-UHFFFAOYSA-N,OCCS,"InChI=1S/C2H6OS/c3-1-2-4/h3-4H,1-2H2
",DTXCID606343
59875-04-6,CASRN,DTXSID801045005,N-(1-Oxobutyl)alanine,59875-04-6,DTIMTCJMOWXMGT-UHFFFAOYNA-N,CCCC(=O)NC(C)C(O)=O,"InChI=1/C7H13NO3/c1-3-4-6(9)8-5(2)7(10)11/h5H,3-4H2,1-2H3,(H,8,9)(H,10,11)
",DTXCID601526950
104617-49-4,CASRN,DTXSID60909060,"2-Imino-2,3,4,5,6,7-hexahydro-1,3-benzothiazol-6-amine",104617-49-4,DRRYZHHKWSHHFT-UHFFFAOYSA-N,NC1CCC2=C(C1)SC(=N)N2,"InChI=1/C7H11N3S/c8-4-1-2-5-6(3-4)11-7(9)10-5/h4H,1-3,8H2,(H2,9,10)
",DTXCID50940184
109-86-4,CASRN,DTXSID5024182,2-Methoxyethanol,109-86-4,XNWFRZJHXBZDAG-UHFFFAOYSA-N,COCCO,"InChI=1S/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3
",DTXCID804182
69012-45-9,CASRN,DTXSID20102873,"Scale (coating), copper",69012-45-9,N/A,N/A,N/A,N/A
68477-54-3,CASRN,DTXSID3028558,"Distillates, petroleum, steam-cracked, C8-12 fraction",68477-54-3,N/A,N/A,N/A,N/A
1190630-03-5,CASRN,DTXSID601074761,"Ethene, homopolymer, oxidized, hydrolyzed, distn. residues, from C16-18 alcs. manuf.",1190630-03-5,N/A,N/A,N/A,N/A
4431-83-8,CASRN,DTXSID20196131,"2,5,7,10-Tetraoxaundecane",4431-83-8,QWRBKBNCFWPVJX-UHFFFAOYSA-N,COCCOCOCCOC,"InChI=1S/C7H16O4/c1-8-3-5-10-7-11-6-4-9-2/h3-7H2,1-2H3
",DTXCID30118622
89929-57-7,CASRN,DTXSID10756041,"4,8-Dimethylnona-2,7-dien-4-ol",89929-57-7,QRNQFKQHNYFBCC-UHFFFAOYSA-N,CC=CC(C)(O)CCC=C(C)C,"InChI=1S/C11H20O/c1-5-8-11(4,12)9-6-7-10(2)3/h5,7-8,12H,6,9H2,1-4H3
",DTXCID30706785
29385-43-1,CASRN,DTXSID0026171,Tolyltriazole,29385-43-1,N/A,"C*.N1N=NC2=CC=CC=C12 |c:2,6,t:4,8,lp:2:1,3:1,4:1,m:1:6.7|",N/A,DTXCID101314750
27610-92-0,CASRN,DTXSID40884907,"Octanoic acid, 2-butyl-",27610-92-0,OARDBPIZDHVTCK-UHFFFAOYSA-N,CCCCCCC(CCCC)C(O)=O,"InChI=1/C12H24O2/c1-3-5-7-8-10-11(12(13)14)9-6-4-2/h11H,3-10H2,1-2H3,(H,13,14)
",DTXCID201024326
1300-71-6,CASRN,DTXSID8027375,Dimethylphenol,1300-71-6,N/A,"C*.C*.OC1=CC=CC=C1 |c:5,7,t:3,lp:4:2,m:1:9.10,3:6.7.8.9|",N/A,DTXCID601323372
54423-67-5,CASRN,DTXSID9068954,Vinyl neononanoate,54423-67-5,WBZPMFHFKXZDRZ-UHFFFAOYSA-N,CC(C)(C)CCCCC(=O)OC=C,"InChI=1S/C11H20O2/c1-5-13-10(12)8-6-7-9-11(2,3)4/h5H,1,6-9H2,2-4H3
",DTXCID1041718
5601-29-6,CASRN,DTXSID00897452,Acid Yellow 121,5601-29-6,IHWYTZCAOLKLQM-UHFFFAOYSA-M,[H+].[Cr+3].CC1=NN(C(=O)[C-]1N=NC1=CC=CC=C1C([O-])=O)C1=CC=CC=C1.CC1=NN(C(=O)[C-]1N=NC1=CC=CC=C1C([O-])=O)C1=CC=CC=C1,"InChI=1S/2C17H13N4O3.Cr/c2*1-11-15(16(22)21(20-11)12-7-3-2-4-8-12)19-18-14-10-6-5-9-13(14)17(23)24;/h2*2-10H,1H3,(H,23,24);/q2*-1;+3/p-1
",DTXCID701326793
136-53-8,CASRN,DTXSID5027065,Zinc 2-ethylhexoate,136-53-8,IFNXAMCERSVZCV-UHFFFAOYSA-L,[Zn++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,"InChI=1/2C8H16O2.Zn/c2*1-3-5-6-7(4-2)8(9)10;/h2*7H,3-6H2,1-2H3,(H,9,10);/q;;+2/p-2
",DTXCID507065
97862-28-7,CASRN,DTXSID301077316,"Butanedioic acid, sulfo-, 4-[2-[(2-hydroxyethyl)amino]ethyl] ester, N-C18-unsatd. acyl derivs., disodium salts",97862-28-7,N/A,N/A,N/A,N/A
87-62-7,CASRN,DTXSID8026307,"2,6-Dimethylaniline",87-62-7,UFFBMTHBGFGIHF-UHFFFAOYSA-N,CC1=CC=CC(C)=C1N,"InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3
",DTXCID006307
24887-06-7,CASRN,DTXSID60893470,(T-4)-Bis[1-(hydroxy-kappa O)methanesulfinato-kappa O]zinc,24887-06-7,CAAIULQYGCAMCD-UHFFFAOYNA-L,[Zn++].OCS([O-])=O.OCS([O-])=O,"InChI=1/2CH4O3S.Zn/c2*2-1-5(3)4;/h2*2H,1H2,(H,3,4);/q;;+2/p-2
",DTXCID901764436
897671-34-0,CASRN,DTXSID201045095,"3-Thiophenecarboxylic acid, 4-(isocyanatosulfonyl)-5-methyl-, methyl ester",897671-34-0,FFCIPXJXUSHWCI-UHFFFAOYSA-N,COC(=O)C1=CSC(C)=C1S(=O)(=O)N=C=O,"InChI=1S/C8H7NO5S2/c1-5-7(16(12,13)9-4-10)6(3-15-5)8(11)14-2/h3H,1-2H3
",DTXCID601527015
7195-44-0,CASRN,DTXSID20992650,Diglycidyl terephthalate,7195-44-0,NEPKLUNSRVEBIX-UHFFFAOYSA-N,O=C(OCC1CO1)C1=CC=C(C=C1)C(=O)OCC1CO1,"InChI=1/C14H14O6/c15-13(19-7-11-5-17-11)9-1-2-10(4-3-9)14(16)20-8-12-6-18-12/h1-4,11-12H,5-8H2
",DTXCID101419716
3164-34-9,CASRN,DTXSID50883961,Calcium tartrate,3164-34-9,GUPPESBEIQALOS-ZVGUSBNCSA-L,[Ca++].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,"InChI=1S/C4H6O6.Ca/c5-1(3(7)8)2(6)4(9)10;/h1-2,5-6H,(H,7,8)(H,9,10);/q;+2/p-2/t1-,2-;/m1./s1
",DTXCID301023438
97660-35-0,CASRN,DTXSID301036671,"Calcium, carbonate hydroxy aluminum complexes",97660-35-0,N/A,N/A,N/A,N/A
127-95-7,CASRN,DTXSID6059572,Potassium hydrogen oxalate,127-95-7,JMTCDHVHZSGGJA-UHFFFAOYSA-M,[K+].OC(=O)C([O-])=O,"InChI=1S/C2H2O4.K/c3-1(4)2(5)6;/h(H,3,4)(H,5,6);/q;+1/p-1
",DTXCID4033891
97489-15-1,CASRN,DTXSID10892953,C14-17-sec-alkanesulfonic acid sodium salts,97489-15-1,N/A,N/A,N/A,N/A
5486-79-3,CASRN,DTXSID101019360,"alpha-Methyl-3,4-dimethoxy-L-phenylalanine hydrochloride",5486-79-3,MBKUFCLQPYLOCC-YDALLXLXSA-N,Cl.COC1=C(OC)C=C(CC(C)(N)C(O)=O)C=C1,"InChI=1S/C12H17NO4.ClH/c1-12(13,11(14)15)7-8-4-5-9(16-2)10(6-8)17-3;/h4-6H,7,13H2,1-3H3,(H,14,15);1H/t12-;/m0./s1
",DTXCID401477339
1334421-89-4,CASRN,DTXSID501019667,"1H-Imidazole-1-ethanol, 4,5-dihydro, 2-(C11-17 and C17 unsatd. alkyl) derivs.",1334421-89-4,N/A,N/A,N/A,N/A
136-99-2,CASRN,DTXSID0059667,"1H-Imidazole-1-ethanol, 4,5-dihydro-2-undecyl-",136-99-2,QNDGQRJVVZJMJO-UHFFFAOYSA-N,CCCCCCCCCCCC1=NCCN1CCO,"InChI=1S/C16H32N2O/c1-2-3-4-5-6-7-8-9-10-11-16-17-12-13-18(16)14-15-19/h19H,2-15H2,1H3
",DTXCID0034354
7789-80-2,CASRN,DTXSID301014485,"Iodic acid (HIO3), calcium salt (2:1)",7789-80-2,AEGVMWGRXRYRNZ-UHFFFAOYSA-L,[O--].[O--].[O--].[O--].[O--].[O--].[Ca++].[I-].[I-],"InChI=1S/Ca.2HI.6O/h;2*1H;;;;;;/q+2;;;6*-2/p-2
",DTXCID101437067
120728-10-1,CASRN,DTXSID00363748,1-[(tert-Butoxycarbonyl)amino]cyclobutane-1-carboxylic acid,120728-10-1,ROVVUKFHORPDSM-UHFFFAOYSA-N,CC(C)(C)OC(=O)NC1(CCC1)C(O)=O,"InChI=1S/C10H17NO4/c1-9(2,3)15-8(14)11-10(7(12)13)5-4-6-10/h4-6H2,1-3H3,(H,11,14)(H,12,13)
",DTXCID00314795
9003-35-4,CASRN,DTXSID2049713,Bakelite,9003-35-4,N/A,N/A,N/A,N/A
115-84-4,CASRN,DTXSID8041400,"2-Butyl-2-ethyl-1,3-propanediol",115-84-4,DSKYSDCYIODJPC-UHFFFAOYSA-N,CCCCC(CC)(CO)CO,"InChI=1S/C9H20O2/c1-3-5-6-9(4-2,7-10)8-11/h10-11H,3-8H2,1-2H3
",DTXCID6021400
102-36-3,CASRN,DTXSID9033008,"3,4-Dichlorophenyl isocyanate",102-36-3,MFUVCHZWGSJKEQ-UHFFFAOYSA-N,ClC1=C(Cl)C=C(C=C1)N=C=O,"InChI=1S/C7H3Cl2NO/c8-6-2-1-5(10-4-11)3-7(6)9/h1-3H
",DTXCID7013008
56-34-8,CASRN,DTXSID6041137,Tetraethylammonium chloride,56-34-8,YMBCJWGVCUEGHA-UHFFFAOYSA-M,[Cl-].CC[N+](CC)(CC)CC,"InChI=1S/C8H20N.ClH/c1-5-9(6-2,7-3)8-4;/h5-8H2,1-4H3;1H/q+1;/p-1
",DTXCID4021137
335153-21-4,CASRN,DTXSID60457713,2-(2-Formyl-4-nitrophenoxy)hexanoic acid,335153-21-4,BQZBIATZHUXDFL-UHFFFAOYSA-N,CCCCC(OC1=C(C=O)C=C(C=C1)[N+]([O-])=O)C(O)=O,"InChI=1S/C13H15NO6/c1-2-3-4-12(13(16)17)20-11-6-5-10(14(18)19)7-9(11)8-15/h5-8,12H,2-4H2,1H3,(H,16,17)
",DTXCID50408532
105-37-3,CASRN,DTXSID1040110,Ethyl propionate,105-37-3,FKRCODPIKNYEAC-UHFFFAOYSA-N,CCOC(=O)CC,"InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3
",DTXCID9020110
76-22-2,CASRN,DTXSID5030955,Camphor,76-22-2,DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=O)C2,"InChI=1/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3
",DTXCID3010955
12007-60-2,CASRN,DTXSID20893158,Lithium tetraborate (Li2B4O7),12007-60-2,N/A,N/A,N/A,N/A
557-28-8,CASRN,DTXSID10890510,"Propanoic acid, zinc salt (2:1)",557-28-8,XDWXRAYGALQIFG-UHFFFAOYSA-L,[Zn++].CCC([O-])=O.CCC([O-])=O,"InChI=1S/2C3H6O2.Zn/c2*1-2-3(4)5;/h2*2H2,1H3,(H,4,5);/q;;+2/p-2
",DTXCID301030447
210988-99-1,CASRN,DTXSID701019570,"N2,N2'-(Hexane-1,6-diyl)bis(N4,N6-dibutyl-N2,N4,N6-tris(2,2,6,6-tetramethylpiperidin-4-yl)-1,3,5-triazine-2,4,6-triamine)",210988-99-1,PQFLQZYVHUGIJP-UHFFFAOYSA-N,CCCCN(C1CC(C)(C)NC(C)(C)C1)C1=NC(=NC(=N1)N(CCCC)C1CC(C)(C)NC(C)(C)C1)N(CCCCCCN(C1CC(C)(C)NC(C)(C)C1)C1=NC(=NC(=N1)N(CCCC)C1CC(C)(C)NC(C)(C)C1)N(CCCC)C1CC(C)(C)NC(C)(C)C1)C1CC(C)(C)NC(C)(C)C1,"InChI=1S/C82H156N18/c1-29-33-41-95(59-47-71(5,6)89-72(7,8)48-59)65-83-66(96(42-34-30-2)60-49-73(9,10)90-74(11,12)50-60)86-69(85-65)99(63-55-79(21,22)93-80(23,24)56-63)45-39-37-38-40-46-100(64-57-81(25,26)94-82(27,28)58-64)70-87-67(97(43-35-31-3)61-51-75(13,14)91-76(15,16)52-61)84-68(88-70)98(44-36-32-4)62-53-77(17,18)92-78(19,20)54-62/h59-64,89-94H,29-58H2,1-28H3
",DTXCID301477524
65604-92-4,CASRN,DTXSID201033250,"N,N-Bis-(dimethylaminopropyl)-N-(3-aminopropyl)-amine",65604-92-4,FHXCMYHMMXQRBX-UHFFFAOYSA-N,CN(C)CCCN(CCCN)CCCN(C)C,"InChI=1S/C13H32N4/c1-15(2)9-6-12-17(11-5-8-14)13-7-10-16(3)4/h5-14H2,1-4H3
",DTXCID301518275
2997-92-4,CASRN,DTXSID3049756,"2,2'-Azobis(2-amidinopropane) dihydrochloride",2997-92-4,LXEKPEMOWBOYRF-UHFFFAOYSA-N,Cl.Cl.CC(C)(N=NC(C)(C)C(N)=N)C(N)=N,"InChI=1S/C8H18N6.2ClH/c1-7(2,5(9)10)13-14-8(3,4)6(11)12;;/h1-4H3,(H3,9,10)(H3,11,12);2*1H
",DTXCID0029715
548-62-9,CASRN,DTXSID5020653,Gentian Violet,548-62-9,ZXJXZNDDNMQXFV-UHFFFAOYSA-M,[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,"InChI=1S/C25H30N3.ClH/c1-26(2)22-13-7-19(8-14-22)25(20-9-15-23(16-10-20)27(3)4)21-11-17-24(18-12-21)28(5)6;/h7-18H,1-6H3;1H/q+1;/p-1
",DTXCID50653
674773-13-8,CASRN,DTXSID401036393,Methyl 5-[bis(2-methoxy-2-oxoethyl)amino]-4-cyano-2-(methoxycarbonyl)-3-thiopheneacetate,674773-13-8,AYCCQDIBOMUCEW-UHFFFAOYSA-N,COC(=O)CN(CC(=O)OC)C1=C(C#N)C(CC(=O)OC)=C(S1)C(=O)OC,"InChI=1S/C16H18N2O8S/c1-23-11(19)5-9-10(6-17)15(27-14(9)16(22)26-4)18(7-12(20)24-2)8-13(21)25-3/h5,7-8H2,1-4H3
",DTXCID501520585
19473-49-5,CASRN,DTXSID6044228,Monopotassium L-glutamate,19473-49-5,HQEROMHPIOLGCB-DFWYDOINSA-M,[K+].N[C@@H](CCC(O)=O)C([O-])=O,"InChI=1S/C5H9NO4.K/c6-3(5(9)10)1-2-4(7)8;/h3H,1-2,6H2,(H,7,8)(H,9,10);/q;+1/p-1/t3-;/m0./s1
",DTXCID4024228
19757-97-2,CASRN,DTXSID80864900,"Acetic acid, 2-hydroxy-2-methoxy-, methyl ester",19757-97-2,OVJJVYHDJVQFSF-UHFFFAOYSA-N,COC(O)C(=O)OC,"InChI=1/C4H8O4/c1-7-3(5)4(6)8-2/h3,5H,1-2H3
",DTXCID30813367
2403-89-6,CASRN,DTXSID3044411,"1,2,2,6,6-Pentamethylpiperidin-4-ol",2403-89-6,NWHNXXMYEICZAT-UHFFFAOYSA-N,CN1C(C)(C)CC(O)CC1(C)C,"InChI=1S/C10H21NO/c1-9(2)6-8(12)7-10(3,4)11(9)5/h8,12H,6-7H2,1-5H3
",DTXCID1024411
1426148-68-6,CASRN,DTXSID501035950,"Alcohols, C6-8, ethoxylated",1426148-68-6,N/A,N/A,N/A,N/A
160901-28-0,CASRN,DTXSID901076304,"Poly(oxy-1,2-ethanediyl), α-sulfo-ω-hydroxy-, C9-11-branched and linear alkyl ethers, sodium salts",160901-28-0,N/A,N/A,N/A,N/A
68410-71-9,CASRN,DTXSID8028470,"Raffinates, petroleum, catalytic reformer ethylene glycol-water countercurrent exts.",68410-71-9,N/A,N/A,N/A,N/A
64741-78-2,CASRN,DTXSID5028162,"Naphtha, petroleum, heavy hydrocracked",64741-78-2,N/A,N/A,N/A,N/A
1471312-55-6,CASRN,DTXSID501073984,"Poly(oxy-1,2-ethanediyl), α-sulfo-ω-hydroxy-, C8-10-alkyl ethers, sodium salts",1471312-55-6,N/A,N/A,N/A,N/A
13598-37-3,CASRN,DTXSID60892261,Zinc dihydrogen phosphate,13598-37-3,MFXMOUUKFMDYLM-UHFFFAOYSA-L,[Zn++].OP(O)([O-])=O.OP(O)([O-])=O,"InChI=1S/2H3O4P.Zn/c2*1-5(2,3)4;/h2*(H3,1,2,3,4);/q;;+2/p-2
",DTXCID301079324
598-56-1,CASRN,DTXSID4027232,"N,N-Dimethylethylamine",598-56-1,DAZXVJBJRMWXJP-UHFFFAOYSA-N,CCN(C)C,"InChI=1S/C4H11N/c1-4-5(2)3/h4H2,1-3H3
",DTXCID807232
93925-43-0,CASRN,DTXSID701020250,"Silicic acid (H4SiO4), tetraethyl ester, reaction products with bis(acetyloxy)dioctylstannane",93925-43-0,N/A,N/A,N/A,N/A
68909-84-2,CASRN,DTXSID70101336,"Naphthalenesulfonic acid, dibutyl-, Me derivs., sodium salts",68909-84-2,N/A,N/A,N/A,N/A
127946-77-4,CASRN,DTXSID20561926,1-Aminocyclopropanecarbonitrile hydrochloride (1:1),127946-77-4,PCEIEQLJYDMRFZ-UHFFFAOYSA-N,Cl.NC1(CC1)C#N,"InChI=1S/C4H6N2.ClH/c5-3-4(6)1-2-4;/h1-2,6H2;1H
",DTXCID30512702
85711-55-3,CASRN,DTXSID60105267,"Fatty acids, tall-oil, compds. with oleylamine",85711-55-3,N/A,N/A,N/A,N/A
88-24-4,CASRN,DTXSID7038864,"2,2'-Methylenebis(ethyl-6-tert-butylphenol)",88-24-4,GPNYZBKIGXGYNU-UHFFFAOYSA-N,CCC1=CC(CC2=C(O)C(=CC(CC)=C2)C(C)(C)C)=C(O)C(=C1)C(C)(C)C,"InChI=1S/C25H36O2/c1-9-16-11-18(22(26)20(13-16)24(3,4)5)15-19-12-17(10-2)14-21(23(19)27)25(6,7)8/h11-14,26-27H,9-10,15H2,1-8H3
",DTXCID5018864
7664-39-3,CASRN,DTXSID1049641,Hydrogen fluoride,7664-39-3,KRHYYFGTRYWZRS-UHFFFAOYSA-N,F,"InChI=1S/FH/h1H
",DTXCID8029600
14657-64-8,CASRN,DTXSID30461246,3-[Hydroxy(phenyl)phosphoryl]propanoic acid,14657-64-8,MORLYCDUFHDZKO-UHFFFAOYSA-N,OC(=O)CCP(O)(=O)C1=CC=CC=C1,"InChI=1S/C9H11O4P/c10-9(11)6-7-14(12,13)8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)(H,12,13)
",DTXCID20412065
107-92-6,CASRN,DTXSID8021515,Butanoic acid,107-92-6,FERIUCNNQQJTOY-UHFFFAOYSA-N,CCCC(O)=O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)
",DTXCID401515
3007-53-2,CASRN,DTXSID20880881,"N,N-Dimethyldodecanamide",3007-53-2,BDYUSDIJIDGWCY-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)N(C)C,"InChI=1S/C14H29NO/c1-4-5-6-7-8-9-10-11-12-13-14(16)15(2)3/h4-13H2,1-3H3
",DTXCID001022229
64690-19-3,CASRN,DTXSID90983313,N-Octylpyridin-4(1H)-imine,64690-19-3,RHDWCSIBVZKRRU-UHFFFAOYSA-N,CCCCCCCCN=C1C=CNC=C1,"InChI=1S/C13H22N2/c1-2-3-4-5-6-7-10-15-13-8-11-14-12-9-13/h8-9,11-12H,2-7,10H2,1H3,(H,14,15)
",DTXCID901410556
