INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,SMILES,INCHI_STRING,DTXCID
100683-96-3,CASRN,DTXSID601056258,Anhydrohexitols,100683-96-3,N/A,N/A,N/A,N/A
56-86-0,CASRN,DTXSID5020659,L-Glutamic acid,56-86-0,WHUUTDBJXJRKMK-VKHMYHEASA-N,N[C@@H](CCC(O)=O)C(O)=O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1
",DTXCID30659
104-20-1,CASRN,DTXSID5047166,4-(4-Methoxyphenyl)-2-butanone,104-20-1,PCBSXBYCASFXTM-UHFFFAOYSA-N,COC1=CC=C(CCC(C)=O)C=C1,"InChI=1S/C11H14O2/c1-9(12)3-4-10-5-7-11(13-2)8-6-10/h5-8H,3-4H2,1-2H3
",DTXCID3027166
6528-34-3,CASRN,DTXSID0052336,Pigment Yellow 65,6528-34-3,UFORAEIAYCSGCR-UHFFFAOYSA-N,COC1=CC(=C(C=C1)N=NC(C(C)=O)C(=O)NC1=C(OC)C=CC=C1)[N+]([O-])=O,"InChI=1/C18H18N4O6/c1-11(23)17(18(24)19-14-6-4-5-7-16(14)28-3)21-20-13-9-8-12(27-2)10-15(13)22(25)26/h4-10,17H,1-3H3,(H,19,24)
",DTXCID0030908
498-15-7,CASRN,DTXSID60858827,(+)-3-Carene,498-15-7,BQOFWKZOCNGFEC-BDAKNGLRSA-N,CC1=CC[C@@H]2[C@H](C1)C2(C)C,"InChI=1S/C10H16/c1-7-4-5-8-9(6-7)10(8,2)3/h4,8-9H,5-6H2,1-3H3/t8-,9+/m1/s1
",DTXCID40809579
38632-47-2,CASRN,DTXSID101045111,"Methanesulfonic acid, 1,1′-(1,6-hexanediyldiimino)bis[1-oxo-, sodium salt (1:2)",38632-47-2,VOHKSYRUFCHLGE-UHFFFAOYSA-L,[Na+].[Na+].[O-]S(=O)(=O)C(=O)NCCCCCCNC(=O)S([O-])(=O)=O,"InChI=1S/C8H16N2O8S2.2Na/c11-7(19(13,14)15)9-5-3-1-2-4-6-10-8(12)20(16,17)18;;/h1-6H2,(H,9,11)(H,10,12)(H,13,14,15)(H,16,17,18);;/q;2*+1/p-2
",DTXCID201764897
1054448-65-5,CASRN,DTXSID101335205,"Diammonium 5-(hexylsulfonyl)-2-{[3-methyl-2,7-dioxo-1-(3-sulfonatobenzoyl)-2,7-dihydro-3H-naphtho[1,2,3-de]quinolin-6-yl]amino}benzenesulfonate",1054448-65-5,UFSGGQJLCYDOQD-UHFFFAOYSA-N,[NH4+].[NH4+].CCCCCCS(=O)(=O)C1=CC(=C(NC2=CC=C3N(C)C(=O)C(C(=O)C4=CC(=CC=C4)S([O-])(=O)=O)=C4C5=C(C=CC=C5)C(=O)C2=C34)C=C1)S([O-])(=O)=O,"InChI=1S/C36H32N2O11S3.2H3N/c1-3-4-5-8-18-50(42,43)22-14-15-26(29(20-22)52(47,48)49)37-27-16-17-28-32-30(24-12-6-7-13-25(24)35(40)31(27)32)33(36(41)38(28)2)34(39)21-10-9-11-23(19-21)51(44,45)46;;/h6-7,9-17,19-20,37H,3-5,8,18H2,1-2H3,(H,44,45,46)(H,47,48,49);2*1H3
",DTXCID001764934
37441-29-5,CASRN,DTXSID20190891,"5-Amino-2,4,6-triiodoisophthaloyl dichloride",37441-29-5,FBJVWRITWDYUAC-UHFFFAOYSA-N,NC1=C(I)C(C(Cl)=O)=C(I)C(C(Cl)=O)=C1I,"InChI=1S/C8H2Cl2I3NO2/c9-7(15)1-3(11)2(8(10)16)5(13)6(14)4(1)12/h14H2
",DTXCID60113382
62010-10-0,CASRN,DTXSID4049822,Zirconium oxide sulfate (Zr5O8(SO4)​2),62010-10-0,N/A,N/A,N/A,N/A
4062-46-8,CASRN,DTXSID001204788,"(1alpha,5alpha,17beta)-17-(Acetyloxy)-1-methylandrostan-3-one",4062-46-8,ZWCXCOXAEJHAHA-FVFBOZGUSA-N,C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]3[C@@]12C,"InChI=1S/C22H34O3/c1-13-11-16(24)12-15-5-6-17-18-7-8-20(25-14(2)23)21(18,3)10-9-19(17)22(13,15)4/h13,15,17-20H,5-12H2,1-4H3/t13-,15-,17-,18-,19-,20-,21-,22-/m0/s1
",DTXCID201636208
2495-39-8,CASRN,DTXSID3041451,"2-Propene-1-sulfonic acid, sodium salt",2495-39-8,DIKJULDDNQFCJG-UHFFFAOYSA-M,[Na+].[O-]S(=O)(=O)CC=C,"InChI=1S/C3H6O3S.Na/c1-2-3-7(4,5)6;/h2H,1,3H2,(H,4,5,6);/q;+1/p-1
",DTXCID1021451
2210-79-9,CASRN,DTXSID8024862,o-Cresyl glycidyl ether,2210-79-9,KFUSXMDYOPXKKT-UHFFFAOYSA-N,CC1=CC=CC=C1OCC1CO1,"InChI=1/C10H12O2/c1-8-4-2-3-5-10(8)12-7-9-6-11-9/h2-5,9H,6-7H2,1H3
",DTXCID604862
71294-03-6,CASRN,DTXSID90395694,7-Fluorooxindole,71294-03-6,VMUIOEOYZHJLEZ-UHFFFAOYSA-N,FC1=CC=CC2=C1NC(=O)C2,"InChI=1S/C8H6FNO/c9-6-3-1-2-5-4-7(11)10-8(5)6/h1-3H,4H2,(H,10,11)
",DTXCID20346553
13040-19-2,CASRN,DTXSID30891887,Zinc ricinoleate,13040-19-2,GAWWVVGZMLGEIW-GNNYBVKZSA-L,[Zn++].CCCCCC[C@@H](O)C\C=C/CCCCCCCC([O-])=O.CCCCCC[C@@H](O)C\C=C/CCCCCCCC([O-])=O,"InChI=1S/2C18H34O3.Zn/c2*1-2-3-4-11-14-17(19)15-12-9-7-5-6-8-10-13-16-18(20)21;/h2*9,12,17,19H,2-8,10-11,13-16H2,1H3,(H,20,21);/q;;+2/p-2/b2*12-9-;/t2*17-;/m11./s1
",DTXCID101031437
14858-73-2,CASRN,DTXSID60864544,Bis(2-ethylhexyl) carbonate,14858-73-2,PXTQQOLKZBLYDY-UHFFFAOYSA-N,CCCCC(CC)COC(=O)OCC(CC)CCCC,"InChI=1/C17H34O3/c1-5-9-11-15(7-3)13-19-17(18)20-14-16(8-4)12-10-6-2/h15-16H,5-14H2,1-4H3
",DTXCID70813048
208709-55-1,CASRN,DTXSID20943127,"1-Butoxy-2,3-difluoro-4-(4-propylcyclohexyl)benzene",208709-55-1,KYNDSYARZOJNCG-UHFFFAOYSA-N,CCCCOC1=C(F)C(F)=C(C=C1)C1CCC(CCC)CC1,"InChI=1S/C19H28F2O/c1-3-5-13-22-17-12-11-16(18(20)19(17)21)15-9-7-14(6-4-2)8-10-15/h11-12,14-15H,3-10,13H2,1-2H3
",DTXCID501371504
11065-74-0,CASRN,DTXSID001335795,"(SP-5-21)-[N-[2-[Bis[(carboxy-kappaO)methyl]amino-kappaN]ethyl]-N-[2-[[(carboxy-kappaO)methyl](carboxymethyl)amino-kappaN]ethyl]glycinato(5-)-kappaN,kappaO]-manganate(3-) sodium (1:3)",11065-74-0,XTNHSGHKHGIAGC-UHFFFAOYNA-I,[Na+].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CCN(CC([O-])=O)CC([O-])=O,"InChI=1/C14H23N3O10.Mn.3Na/c18-10(19)5-15(1-3-16(6-11(20)21)7-12(22)23)2-4-17(8-13(24)25)9-14(26)27;;;;/h1-9H2,(H,18,19)(H,20,21)(H,22,23)(H,24,25)(H,26,27);;;;/q;+2;3*+1/p-5
",DTXCID501765694
666828-79-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49701-24-8,CASRN,DTXSID2068507,"Benzenesulfonamide, 4-amino-2,5-dimethoxy-N-methyl-",49701-24-8,CISVVDNATRQDNU-UHFFFAOYSA-N,CNS(=O)(=O)C1=C(OC)C=C(N)C(OC)=C1,"InChI=1S/C9H14N2O4S/c1-11-16(12,13)9-5-7(14-2)6(10)4-8(9)15-3/h4-5,11H,10H2,1-3H3
",DTXCID8040723
124-12-9,CASRN,DTXSID1047655,Octanenitrile,124-12-9,YSIMAPNUZAVQER-UHFFFAOYSA-N,CCCCCCCC#N,"InChI=1S/C8H15N/c1-2-3-4-5-6-7-8-9/h2-7H2,1H3
",DTXCID9027655
1370711-06-0,CASRN,DTXSID60889297,"2-Butenoic acid, 1-ethyl-2-methylpropyl ester, (2E)-",1370711-06-0,PVADUHPHJRAAIS-FNORWQNLSA-N,CCC(OC(=O)\C=C\C)C(C)C,"InChI=1/C10H18O2/c1-5-7-10(11)12-9(6-2)8(3)4/h5,7-9H,6H2,1-4H3/b7-5+
",DTXCID001028560
165184-98-5,CASRN,DTXSID401020801,(2E)-2-(Phenylmethylidene)octanal,165184-98-5,GUUHFMWKWLOQMM-NTCAYCPXSA-N,CCCCCC\C(C=O)=C/C1=CC=CC=C1,"InChI=1S/C15H20O/c1-2-3-4-6-11-15(13-16)12-14-9-7-5-8-10-14/h5,7-10,12-13H,2-4,6,11H2,1H3/b15-12+
",DTXCID101018350
1307-86-4,CASRN,DTXSID50926862,Cobalt hydroxide (Co(OH)3),1307-86-4,FXVNMSSSMOVRTC-UHFFFAOYSA-K,[OH-].[OH-].[OH-].[Co+3],"InChI=1S/Co.3H2O/h;3*1H2/q+3;;;/p-3
",DTXCID801766522
67124-09-8,CASRN,DTXSID2028303,1-(tert-Dodecylthio)-2-propanol,67124-09-8,N/A,N/A,N/A,N/A
68477-40-7,CASRN,DTXSID3029788,"Distillates, petroleum, cracked stripped steam-cracked petroleum distillates, C10-12 fraction",68477-40-7,N/A,N/A,N/A,N/A
66170-10-3,CASRN,DTXSID601014965,Sodium ascorbyl phosphate,66170-10-3,YRWWOAFMPXPHEJ-OFBPEYICSA-K,[Na+].[Na+].[Na+].[H][C@@]1(OC(=O)C(OP([O-])([O-])=O)=C1[O-])[C@@H](O)CO,"InChI=1/C6H9O9P.3Na/c7-1-2(8)4-3(9)5(6(10)14-4)15-16(11,12)13;;;/h2,4,7-9H,1H2,(H2,11,12,13);;;/q;3*+1/p-3/t2-,4+;;;/s2
",DTXCID101473302
324763-46-4,CASRN,DTXSID601036232,5(S)-[1(S)-Azido-3(S)-[4-methoxy-3-(3-methoxypropoxy)benzyl]-4-methylpentyl]-3(S)-isopropyldihydrofuran-2-one,324763-46-4,YTRPFWMXDNQTCX-FKEBYFGASA-N,[H]C(CC1=CC(OCCCOC)=C(OC)C=C1)(CC([H])(N=[N+]=[N-])[C@]1([H])C[C@@]([H])(C(C)C)C(=O)O1)C(C)C,"InChI=1S/C25H39N3O5/c1-16(2)19(14-21(27-28-26)23-15-20(17(3)4)25(29)33-23)12-18-8-9-22(31-6)24(13-18)32-11-7-10-30-5/h8-9,13,16-17,19-21,23H,7,10-12,14-15H2,1-6H3/t19-,20-,21-,23-/m0/s1
",DTXCID101520440
39290-90-9,CASRN,DTXSID60890848,Magnesium potassium titanium oxide,39290-90-9,GPVOWKGBHSSFAA-UHFFFAOYSA-N,[Mg++].[Mg++].[Mg++].[K+].[K+].[K+].[K+].[O-][Ti]([O-])=O.[O-][Ti]([O-])([O-])[O-],"InChI=1S/4K.3Mg.7O.2Ti/q4*+1;3*+2;;6*-1;;
",DTXCID701031223
3344-18-1,CASRN,DTXSID601015151,Trimagnesium dicitrate,3344-18-1,PLSARIKBYIPYPF-UHFFFAOYSA-H,[Mg++].[Mg++].[Mg++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,"InChI=1S/2C6H8O7.3Mg/c2*7-3(8)1-6(13,5(11)12)2-4(9)10;;;/h2*13H,1-2H2,(H,7,8)(H,9,10)(H,11,12);;;/q;;3*+2/p-6
",DTXCID801473484
91995-38-9,CASRN,DTXSID301027323,"Hydrocarbons, C4-6, depentanizer lights, arom. hydrotreater",91995-38-9,N/A,N/A,N/A,N/A
64742-70-7,CASRN,DTXSID6028232,"Paraffin oils, petroleum, catalytic dewaxed heavy",64742-70-7,N/A,N/A,N/A,N/A
64742-62-7,CASRN,DTXSID7028227,"Residual oils, petroleum, solvent-dewaxed",64742-62-7,N/A,N/A,N/A,N/A
93333-79-0,CASRN,DTXSID701045026,"Ashes (residues), plant",93333-79-0,N/A,N/A,N/A,N/A
1291070-04-6,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
138495-42-8,CASRN,DTXSID30869884,"2H,3H-Decafluoropentane",138495-42-8,RIQRGMUSBYGDBL-UHFFFAOYSA-N,FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,"InChI=1/C5H2F10/c6-1(2(7)4(10,11)12)3(8,9)5(13,14)15/h1-2H
",DTXCID70817783
5510-99-6,CASRN,DTXSID0044440,"2,6-Di(butan-2-yl)phenol",5510-99-6,FHTGJZOULSYEOB-UHFFFAOYSA-N,CCC(C)C1=CC=CC(C(C)CC)=C1O,"InChI=1/C14H22O/c1-5-10(3)12-8-7-9-13(14(12)15)11(4)6-2/h7-11,15H,5-6H2,1-4H3
",DTXCID8024440
26364-65-8,CASRN,DTXSID50395231,"2-Cyanoimino-1,3-thiazolidine",26364-65-8,WTUAWWLVVCGTRG-UHFFFAOYSA-N,N#CNC1=NCCS1,"InChI=1S/C4H5N3S/c5-3-7-4-6-1-2-8-4/h1-2H2,(H,6,7)
",DTXCID40346090
56645-46-6,CASRN,DTXSID001067647,Glutaryl-7-aminocephalosporanic acid acylase,56645-46-6,N/A,N/A,N/A,N/A
65996-92-1,CASRN,DTXSID6028284,"Distillates, coal tar",65996-92-1,N/A,N/A,N/A,N/A
203448-76-4,CASRN,DTXSID601019696,"2-(1,3-Dimethylbutyl)aniline",203448-76-4,LPZZJKBLKQOBMZ-UHFFFAOYSA-N,CC(C)CC(C)C1=C(N)C=CC=C1,"InChI=1/C12H19N/c1-9(2)8-10(3)11-6-4-5-7-12(11)13/h4-7,9-10H,8,13H2,1-3H3
",DTXCID601477616
01-08-5370,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29253-36-9,CASRN,DTXSID10883205,Isopropylnaphthalene,29253-36-9,N/A,N/A,N/A,N/A
68334-30-5,CASRN,DTXSID5028455,"Fuels, diesel",68334-30-5,N/A,N/A,N/A,N/A
81-13-0,CASRN,DTXSID3022906,Dexpanthenol,81-13-0,SNPLKNRPJHDVJA-ZETCQYMHSA-N,CC(C)(CO)[C@@H](O)C(=O)NCCCO,"InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)/t7-/m0/s1
",DTXCID402906
61788-89-4,CASRN,DTXSID2028062,C18-unsatd. fatty acid dimers,61788-89-4,N/A,N/A,N/A,N/A
94733-15-0,CASRN,DTXSID501027343,"Lubricating oils (petroleum), C18-40, solvent-dewaxed hydrocrackeddistillate-based",94733-15-0,N/A,N/A,N/A,N/A
68131-40-8,CASRN,DTXSID3034325,C11-15-Secondary alcohols ethoxylated,68131-40-8,N/A,N/A,N/A,N/A
7758-29-4,CASRN,DTXSID9036307,Pentasodium triphosphate,7758-29-4,HWGNBUXHKFFFIH-UHFFFAOYSA-I,[Na+].[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O,"InChI=1S/5Na.H5O10P3/c;;;;;1-11(2,3)9-13(7,8)10-12(4,5)6/h;;;;;(H,7,8)(H2,1,2,3)(H2,4,5,6)/q5*+1;/p-5
",DTXCID7016307
256473-04-8,CASRN,DTXSID301036188,"2-Chloro-3-(2,2,2-trifluoroethoxy)pyridine",256473-04-8,IUTMJBMTEOTFKB-UHFFFAOYSA-N,FC(F)(F)COC1=CC=CN=C1Cl,"InChI=1S/C7H5ClF3NO/c8-6-5(2-1-3-12-6)13-4-7(9,10)11/h1-3H,4H2
",DTXCID901520399
922165-31-9,CASRN,DTXSID20238929,"Bis-ethoxydiglycol cyclohexane 1,4-dicarboxylate",922165-31-9,JNFDQAYPZCYWLD-UHFFFAOYSA-N,CCOCCOCCOC(=O)C1CCC(CC1)C(=O)OCCOCCOCC,"InChI=1S/C20H36O8/c1-3-23-9-11-25-13-15-27-19(21)17-5-7-18(8-6-17)20(22)28-16-14-26-12-10-24-4-2/h17-18H,3-16H2,1-2H3
",DTXCID20161420
64742-11-6,CASRN,DTXSID8028189,"Extracts, petroleum, heavy naphthenic distillate solvent",64742-11-6,N/A,N/A,N/A,N/A
7440-50-8,CASRN,DTXSID2023985,Copper,7440-50-8,RYGMFSIKBFXOCR-UHFFFAOYSA-N,[Cu],"InChI=1S/Cu
",DTXCID503985
97489-04-8,CASRN,DTXSID901033275,"Fats and Glyceridic oils, vegetable, sulfonated, sodium salts",97489-04-8,N/A,N/A,N/A,N/A
1318-02-1,CASRN,DTXSID4029640,Zeolites,1318-02-1,N/A,N/A,N/A,N/A
68526-82-9,CASRN,DTXSID8028684,"Alkenes, C6-10, hydroformylation products, high-boiling",68526-82-9,N/A,N/A,N/A,N/A
31775-16-3,CASRN,DTXSID00865611,C.I. Pigment Yellow 170,31775-16-3,HPYOHJMBDBVTMT-UHFFFAOYSA-N,COC1=CC=C(NC(=O)C(N=NC2=CC=C(C=C2Cl)C2=CC(Cl)=C(C=C2)N=NC(C(C)=O)C(=O)NC2=CC=C(OC)C=C2)C(C)=O)C=C1,"InChI=1/C34H30Cl2N6O6/c1-19(43)31(33(45)37-23-7-11-25(47-3)12-8-23)41-39-29-15-5-21(17-27(29)35)22-6-16-30(28(36)18-22)40-42-32(20(2)44)34(46)38-24-9-13-26(48-4)14-10-24/h5-18,31-32H,1-4H3,(H,37,45)(H,38,46)
",DTXCID00814003
91053-00-8,CASRN,DTXSID501045020,"Hydrocarbons, C4, 1,3-butadiene-free, polymd., tetraisobutylene fraction",91053-00-8,N/A,N/A,N/A,N/A
70514-12-4,CASRN,DTXSID50107836,"Lubricating oils, used",70514-12-4,N/A,N/A,N/A,N/A
194602-23-8,CASRN,DTXSID10478256,2-Ethoxy-5-(4-methylpiperazine-1-sulfonyl)benzoic acid,194602-23-8,TXKSEEXWAGLOIY-UHFFFAOYSA-N,CCOC1=C(C=C(C=C1)S(=O)(=O)N1CCN(C)CC1)C(O)=O,"InChI=1S/C14H20N2O5S/c1-3-21-13-5-4-11(10-12(13)14(17)18)22(19,20)16-8-6-15(2)7-9-16/h4-5,10H,3,6-9H2,1-2H3,(H,17,18)
",DTXCID10429066
02-06-7789,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1131-18-6,CASRN,DTXSID6044517,3-Methyl-1-phenyl-1H-pyrazol-5-amine,1131-18-6,FMKMKBLHMONXJM-UHFFFAOYSA-N,CC1=NN(C(N)=C1)C1=CC=CC=C1,"InChI=1S/C10H11N3/c1-8-7-10(11)13(12-8)9-5-3-2-4-6-9/h2-7H,11H2,1H3
",DTXCID4024517
74351-78-3,CASRN,DTXSID601110236,"3,3′-[(2,5-Dimethyl-1,4-phenylene)bis[imino(1-acetyl-2-oxo-2,1-ethanediyl)azo]]bis[4-chlorobenzoic acid]",74351-78-3,MFNRAHKNWDJWME-UHFFFAOYNA-N,CC(=O)C(N=NC1=CC(=CC=C1Cl)C(O)=O)C(=O)NC1=CC(C)=C(NC(=O)C(N=NC2=CC(=CC=C2Cl)C(O)=O)C(C)=O)C=C1C,"InChI=1/C30H26Cl2N6O8/c1-13-9-22(34-28(42)26(16(4)40)38-36-24-12-18(30(45)46)6-8-20(24)32)14(2)10-21(13)33-27(41)25(15(3)39)37-35-23-11-17(29(43)44)5-7-19(23)31/h5-12,25-26H,1-4H3,(H,33,41)(H,34,42)(H,43,44)(H,45,46)
",DTXCID701541862
68608-50-4,CASRN,DTXSID20100394,"Tallow, lithium salt",68608-50-4,N/A,N/A,N/A,N/A
68911-83-1,CASRN,DTXSID30101458,"Fatty acids, tall-oil, reaction products with formaldehyde and N1-(9Z)-9-octadecen-1-yl-1,3-propanediamine",68911-83-1,N/A,N/A,N/A,N/A
108-05-4,CASRN,DTXSID3021431,Vinyl acetate,108-05-4,XTXRWKRVRITETP-UHFFFAOYSA-N,CC(=O)OC=C,"InChI=1S/C4H6O2/c1-3-6-4(2)5/h3H,1H2,2H3
",DTXCID201431
132983-41-6,CASRN,DTXSID901068347,"Naphthalene, reaction products with tetradecene",132983-41-6,N/A,N/A,N/A,N/A
337906-36-2,CASRN,DTXSID50187451,2-Methoxymethyl-p-phenylenediamine,337906-36-2,AVKBLCWBDLLVRL-UHFFFAOYSA-N,COCC1=C(N)C=CC(N)=C1,"InChI=1S/C8H12N2O/c1-11-5-6-4-7(9)2-3-8(6)10/h2-4H,5,9-10H2,1H3
",DTXCID60109942
109-69-3,CASRN,DTXSID8020206,1-Chlorobutane,109-69-3,VFWCMGCRMGJXDK-UHFFFAOYSA-N,CCCCCl,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3
",DTXCID00206
1400584-86-2,CASRN,DTXSID201035925,"8-Methoxy-1,3-diazaspiro(4.5)decane-2,4-dione sodium salt",1400584-86-2,GVCFLXJKVLVTTE-DAYCVGJINA-N,[NaH].CO[C@H]1CC[C@]2(CC1)NC(=O)NC2=O,"InChI=1/C9H14N2O3.Na/c1-14-6-2-4-9(5-3-6)7(12)10-8(13)11-9;/h6H,2-5H2,1H3,(H2,10,11,12,13);/t6-,9+;
",DTXCID901520175
502962-81-4,CASRN,DTXSID401065924,"Fatty acids, tall-oil, lithium salts",502962-81-4,N/A,N/A,N/A,N/A
62211-93-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1064076-86-3,CASRN,DTXSID201009950,"Dicyclohexylamine (S)-4-fluoro-4-methyl-2-(((S)-2,2,2-trifluoro-1-(4'-(methylsulfonyl)-[1,1'-biphenyl]-4-yl)ethyl)amino)pentanoate",1064076-86-3,XPOZLVHDSYOJLL-APTPAJQOSA-N,C1CCC(CC1)NC1CCCCC1.CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)[S](C)(=O)=O)C(F)(F)F)C(O)=O,"InChI=1/C21H23F4NO4S.C12H23N/c1-20(2,22)12-17(19(27)28)26-18(21(23,24)25)15-6-4-13(5-7-15)14-8-10-16(11-9-14)31(3,29)30;1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h4-11,17-18,26H,12H2,1-3H3,(H,27,28);11-13H,1-10H2/t17-,18-;/s2
",DTXCID301478360
64696-98-6,CASRN,DTXSID801036371,"(2,3'-Bis(((2-hydroxyphenyl)methylene)amino)but-2-enedinitrilato(2-)-N2,N3,O2,O3)nickel",64696-98-6,LWJXGIDVJYVQKD-CEPYMJGESA-L,[Ni++].[O-]C1=C(\C=N\C(\C#N)=C(/N=C/C2=C([O-])C=CC=C2)\C#N)C=CC=C1,"InChI=1S/C18H12N4O2.Ni/c19-9-15(21-11-13-5-1-3-7-17(13)23)16(10-20)22-12-14-6-2-4-8-18(14)24;/h1-8,11-12,23-24H;/q;+2/p-2/b16-15-,21-11+,22-12+;
",DTXCID001520566
35948-25-5,CASRN,DTXSID6044563,"6H-Dibenzo[c,e][1,2]oxaphosphinine 6-oxide",35948-25-5,VBQRUYIOTHNGOP-UHFFFAOYSA-N,O=P1OC2=C(C=CC=C2)C2=C1C=CC=C2,"InChI=1S/C12H9O2P/c13-15-12-8-4-2-6-10(12)9-5-1-3-7-11(9)14-15/h1-8,15H
",DTXCID4024563
92128-67-1,CASRN,DTXSID901338946,"Hydrocarbons, C8-10",92128-67-1,N/A,N/A,N/A,N/A
92878-95-0,CASRN,DTXSID00535665,2-(3-Chloropropoxy)-1-methoxy-4-nitrobenzene,92878-95-0,JHFBALWBVABSLF-UHFFFAOYSA-N,COC1=C(OCCCCl)C=C(C=C1)[N+]([O-])=O,"InChI=1S/C10H12ClNO4/c1-15-9-4-3-8(12(13)14)7-10(9)16-6-2-5-11/h3-4,7H,2,5-6H2,1H3
",DTXCID30486454
32764-98-0,CASRN,DTXSID4052009,Tetrahydro-6-(3-penten-1-yl)-2H-pyran-2-one,32764-98-0,NBCMACYORPIYNY-UHFFFAOYSA-N,CC=CCCC1CCCC(=O)O1,"InChI=1/C10H16O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h2-3,9H,4-8H2,1H3
",DTXCID1030573
1604-35-9,CASRN,DTXSID20936291,"3,7,11-Trimethyldodec-1-yn-3-ol",1604-35-9,OWRXWSVBJIIORE-UHFFFAOYSA-N,CC(C)CCCC(C)CCCC(C)(O)C#C,"InChI=1/C15H28O/c1-6-15(5,16)12-8-11-14(4)10-7-9-13(2)3/h1,13-14,16H,7-12H2,2-5H3
",DTXCID701364903
1035204-85-3,CASRN,DTXSID701045038,"1,1-Dimethylethyl (7R,9R)-9-[2-[2-(4-fluorophenyl)-5-(1-methylethyl)-3-phenyl-4-[(phenylamino)carbonyl]-1H-pyrrol-1-yl]ethyl]-6,10-dioxaspiro[4.5]decane-7-acetate",1035204-85-3,MBKPYDSIECNPMH-KKLWWLSJSA-N,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H]1C[C@H](CC(=O)OC(C)(C)C)OC2(CCCC2)O1)C1=CC=C(F)C=C1)C1=CC=CC=C1,"InChI=1S/C42H49FN2O5/c1-28(2)38-37(40(47)44-32-16-10-7-11-17-32)36(29-14-8-6-9-15-29)39(30-18-20-31(43)21-19-30)45(38)25-22-33-26-34(27-35(46)50-41(3,4)5)49-42(48-33)23-12-13-24-42/h6-11,14-21,28,33-34H,12-13,22-27H2,1-5H3,(H,44,47)/t33-,34-/m1/s1
",DTXCID801526956
30772-79-3,CASRN,DTXSID0051990,"Octahydro-4,7-Methano-1H-indenecarboxaldehyde",30772-79-3,N/A,N/A,N/A,DTXCID701079552
1383692-20-3,CASRN,DTXSID601035915,"1-[(Difluoromethyl)sulfonyl]-3-(4,6-dimethoxy-1,3,5-triazin-2-yl)-7-fluoro-1H-indol-2-ol",1383692-20-3,HHKJGYRGHDZKKW-UHFFFAOYSA-N,COC1=NC(=NC(OC)=N1)C1=C(O)N(C2=C(F)C=CC=C12)S(=O)(=O)C(F)F,"InChI=1S/C14H11F3N4O5S/c1-25-13-18-10(19-14(20-13)26-2)8-6-4-3-5-7(15)9(6)21(11(8)22)27(23,24)12(16)17/h3-5,12,22H,1-2H3
",DTXCID701520167
09-04-5281,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
496-46-8,CASRN,DTXSID6031380,Glycoluril,496-46-8,VPVSTMAPERLKKM-XIXRPRMCSA-N,[H][C@@]12NC(=O)N[C@]1([H])NC(=O)N2,"InChI=1S/C4H6N4O2/c9-3-5-1-2(7-3)8-4(10)6-1/h1-2H,(H2,5,7,9)(H2,6,8,10)/t1-,2+
",DTXCID101473952
17270-01-8,CASRN,DTXSID501045056,"P,P′-[1,1′-Biphenyl]-4,4′-diyl bis(P,P-diphenyl phosphate)",17270-01-8,GXLTXCWSKKOKIR-UHFFFAOYSA-N,O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=C(C=C1)C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1,"InChI=1S/C36H28O8P2/c37-45(39-31-13-5-1-6-14-31,40-32-15-7-2-8-16-32)43-35-25-21-29(22-26-35)30-23-27-36(28-24-30)44-46(38,41-33-17-9-3-10-18-33)42-34-19-11-4-12-20-34/h1-28H
",DTXCID301526975
