INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES,CASRN,INCHIKEY,INCHI_STRING,IUPAC_NAME
163149-28-8,CASRN,DTXSID70106987,"1-Dodecene, polymer with 1-decene and 1-octene, hydrogenated",N/A,163149-28-8,N/A,N/A,N/A
145650-60-8,CASRN,DTXSID6051728,"Bis(2,4-di-tert-butyl-6-methylphenyl)ethyl phosphite",CCOP(OC1=C(C=C(C=C1C)C(C)(C)C)C(C)(C)C)OC1=C(C=C(C=C1C)C(C)(C)C)C(C)(C)C,145650-60-8,ZEFSGHVBJCEKAZ-UHFFFAOYSA-N,"InChI=1S/C32H51O3P/c1-16-33-36(34-27-21(2)17-23(29(4,5)6)19-25(27)31(10,11)12)35-28-22(3)18-24(30(7,8)9)20-26(28)32(13,14)15/h17-20H,16H2,1-15H3
","Bis(2,4-di-tert-butyl-6-methylphenyl) ethyl phosphite"
2814-77-9,CASRN,DTXSID7044637,D&C Red No. 36,OC1=C(N=NC2=CC=C(C=C2Cl)[N+]([O-])=O)C2=C(C=CC=C2)C=C1,2814-77-9,XLTMWFMRJZDFFD-UHFFFAOYSA-N,"InChI=1S/C16H10ClN3O3/c17-13-9-11(20(22)23)6-7-14(13)18-19-16-12-4-2-1-3-10(12)5-8-15(16)21/h1-9,21H
",1-[(2-Chloro-4-nitrophenyl)diazenyl]naphthalen-2-ol
59875-04-6,CASRN,DTXSID801045005,N-(1-Oxobutyl)alanine,CCCC(=O)NC(C)C(O)=O,59875-04-6,DTIMTCJMOWXMGT-UHFFFAOYNA-N,"InChI=1/C7H13NO3/c1-3-4-6(9)8-5(2)7(10)11/h5H,3-4H2,1-2H3,(H,8,9)(H,10,11)
",N/A
1229648-98-9,CASRN,DTXSID501036691,"Amines, N-(3-aminopropyl)-N′-C12-18-alkyltrimethylenedi-, reaction products with N-C12-18-alkyltrimethylenediamines and formic acid",N/A,1229648-98-9,N/A,N/A,N/A
1190630-03-5,CASRN,DTXSID601074761,"Ethene, homopolymer, oxidized, hydrolyzed, distn. residues, from C16-18 alcs. manuf.",N/A,1190630-03-5,N/A,N/A,N/A
5580-58-5,CASRN,DTXSID30884173,"Benzamide, 3,3'-[(2,5-dichloro-1,4-phenylene)bis[imino(1-acetyl-2-oxo-2,1-ethanediyl)-2,1-diazenediyl]]bis[4-chloro-N-(5-chloro-2-methylphenyl)-",CC(=O)C(N=NC1=C(Cl)C=CC(=C1)C(=O)NC1=CC(Cl)=CC=C1C)C(=O)NC1=CC(Cl)=C(NC(=O)C(N=NC2=C(Cl)C=CC(=C2)C(=O)NC2=CC(Cl)=CC=C2C)C(C)=O)C=C1Cl,5580-58-5,ADHAFJLXGIAZAN-UHFFFAOYSA-N,"InChI=1/C42H32Cl6N8O6/c1-19-5-9-25(43)15-31(19)49-39(59)23-7-11-27(45)35(13-23)53-55-37(21(3)57)41(61)51-33-17-30(48)34(18-29(33)47)52-42(62)38(22(4)58)56-54-36-14-24(8-12-28(36)46)40(60)50-32-16-26(44)10-6-20(32)2/h5-18,37-38H,1-4H3,(H,49,59)(H,50,60)(H,51,61)(H,52,62)
","3,3'-{(2,5-Dichloro-1,4-phenylene)bis[azanediyl(1,3-dioxobutane-1,2-diyl)diazene-2,1-diyl]}bis[4-chloro-N-(5-chloro-2-methylphenyl)benzamide]"
139-33-3,CASRN,DTXSID9027073,"Ethylenediaminetetraacetic acid, disodium salt",[Na+].[Na+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O,139-33-3,ZGTMUACCHSMWAC-UHFFFAOYSA-L,"InChI=1S/C10H16N2O8.2Na/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20;;/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20);;/q;2*+1/p-2
","Disodium 2,2'-{ethane-1,2-diylbis[(carboxymethyl)azanediyl]}diacetate (non-preferred name)"
3072-84-2,CASRN,DTXSID0052700,"2,2'-[(1-Methylethylidene)bis[(2,6-dibromo-4,1-phenylene)oxymethylene]]bis[oxirane]",CC(C)(C1=CC(Br)=C(OCC2CO2)C(Br)=C1)C1=CC(Br)=C(OCC2CO2)C(Br)=C1,3072-84-2,ZJRAAAWYHORFHN-UHFFFAOYSA-N,"InChI=1/C21H20Br4O4/c1-21(2,11-3-15(22)19(16(23)4-11)28-9-13-7-26-13)12-5-17(24)20(18(25)6-12)29-10-14-8-27-14/h3-6,13-14H,7-10H2,1-2H3
","2,2'-{Propane-2,2-diylbis[(2,6-dibromo-4,1-phenylene)oxymethylene]}bis(oxirane)"
54423-67-5,CASRN,DTXSID9068954,Vinyl neononanoate,CC(C)(C)CCCCC(=O)OC=C,54423-67-5,WBZPMFHFKXZDRZ-UHFFFAOYSA-N,"InChI=1S/C11H20O2/c1-5-13-10(12)8-6-7-9-11(2,3)4/h5H,1,6-9H2,2-4H3
","Ethenyl 6,6-dimethylheptanoate"
24887-06-7,CASRN,DTXSID60893470,(T-4)-Bis[1-(hydroxy-kappa O)methanesulfinato-kappa O]zinc,[Zn++].OCS([O-])=O.OCS([O-])=O,24887-06-7,CAAIULQYGCAMCD-UHFFFAOYNA-L,"InChI=1/2CH4O3S.Zn/c2*2-1-5(3)4;/h2*2H,1H2,(H,3,4);/q;;+2/p-2
",Bis[(hydroxy-kappaO)methanesulfinato-kappaO]zinc
76812-02-7,CASRN,DTXSID801036438,"4-[4-[4-(Hydroxydiphenylmethyl)-1-piperidinyl]-1-oxobutyl]-alpha,alpha-dimethyl-ethyl ester benzeneacetic acid",N/A,76812-02-7,N/A,N/A,N/A
3164-34-9,CASRN,DTXSID50883961,Calcium tartrate,[Ca++].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,3164-34-9,GUPPESBEIQALOS-ZVGUSBNCSA-L,"InChI=1S/C4H6O6.Ca/c5-1(3(7)8)2(6)4(9)10;/h1-2,5-6H,(H,7,8)(H,9,10);/q;+2/p-2/t1-,2-;/m1./s1
","Calcium (2R,3R)-2,3-dihydroxybutanedioate"
1379524-03-4,CASRN,DTXSID901035914,"Petroleum, synthetic, hydrodesulfurized full-range coker",N/A,1379524-03-4,N/A,N/A,N/A
97660-35-0,CASRN,DTXSID301036671,"Calcium, carbonate hydroxy aluminum complexes",N/A,97660-35-0,N/A,N/A,N/A
127-95-7,CASRN,DTXSID6059572,Potassium hydrogen oxalate,[K+].OC(=O)C([O-])=O,127-95-7,JMTCDHVHZSGGJA-UHFFFAOYSA-M,"InChI=1S/C2H2O4.K/c3-1(4)2(5)6;/h(H,3,4)(H,5,6);/q;+1/p-1
",Potassium hydrogen ethanedioate
2055396-18-2,CASRN,DTXSID601335698,"Ferrate(2-), [N-[2-[bis[(carboxy-κO)methyl]amino-κN]ethyl]-N-[2-[[(carboxy-κO)methyl](carboxymethyl)amino-κN]ethyl]glycinato(5-)-κN,κO]-, potassium hydrogen (1:1:1)",[K+].[Fe+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)CC([O-])=O,2055396-18-2,SNFNLTOFPBFOQV-UHFFFAOYNA-J,"InChI=1/C14H23N3O10.Fe.K/c18-10(19)5-15(1-3-16(6-11(20)21)7-12(22)23)2-4-17(8-13(24)25)9-14(26)27;;/h1-9H2,(H,18,19)(H,20,21)(H,22,23)(H,24,25)(H,26,27);;/q;+3;+1/p-4
","Potassium [N-(2-{bis[(carboxy-kappaO)methyl]amino-kappaN}ethyl)-N-(2-{(carboxymethyl)[(carboxy-kappaO)methyl]amino-kappaN}ethyl)glycinato(4-)-kappa~2~N,O]ferrate(1-)"
2568-90-3,CASRN,DTXSID3062528,"Butane, 1,1'-[methylenebis(oxy)]bis-",CCCCOCOCCCC,2568-90-3,QLCJOAMJPCOIDI-UHFFFAOYSA-N,"InChI=1S/C9H20O2/c1-3-5-7-10-9-11-8-6-4-2/h3-9H2,1-2H3
",1-(Butoxymethoxy)butane
68084-48-0,CASRN,DTXSID40897138,Copper(II) neodecanoate,N/A,68084-48-0,N/A,N/A,N/A
35077-00-0,CASRN,DTXSID3074577,"Silanamine, 1,1,1-triethoxy-N,N-diethyl-",CCO[Si](OCC)(OCC)N(CC)CC,35077-00-0,KOFGHHIZTRGVAF-UHFFFAOYSA-N,"InChI=1S/C10H25NO3Si/c1-6-11(7-2)15(12-8-3,13-9-4)14-10-5/h6-10H2,1-5H3
","1,1,1-Triethoxy-N,N-diethylsilanamine"
1303-00-0,CASRN,DTXSID2023779,Gallium arsenide,[Ga]#[As],1303-00-0,JBRZTFJDHDCESZ-UHFFFAOYSA-N,"InChI=1S/As.Ga
",Gallanylidynearsane
115-84-4,CASRN,DTXSID8041400,"2-Butyl-2-ethyl-1,3-propanediol",CCCCC(CC)(CO)CO,115-84-4,DSKYSDCYIODJPC-UHFFFAOYSA-N,"InChI=1S/C9H20O2/c1-3-5-6-9(4-2,7-10)8-11/h10-11H,3-8H2,1-2H3
","2-Butyl-2-ethylpropane-1,3-diol"
68784-82-7,CASRN,DTXSID30100981,"Yttrium borate phosphate vanadate, europium-doped",N/A,68784-82-7,N/A,N/A,N/A
335153-21-4,CASRN,DTXSID60457713,2-(2-Formyl-4-nitrophenoxy)hexanoic acid,CCCCC(OC1=C(C=O)C=C(C=C1)[N+]([O-])=O)C(O)=O,335153-21-4,BQZBIATZHUXDFL-UHFFFAOYSA-N,"InChI=1S/C13H15NO6/c1-2-3-4-12(13(16)17)20-11-6-5-10(14(18)19)7-9(11)8-15/h5-8,12H,2-4H2,1H3,(H,16,17)
",2-(2-Formyl-4-nitrophenoxy)hexanoic acid
361442-00-4,CASRN,DTXSID60957561,(2S)-2-((tert-Butoxycarbonyl)amino)-2-(3-hydroxyadamantan-1-yl)acetic acid,CC(C)(C)OC(=O)N[C@H](C(O)=O)C12CC3CC(CC(O)(C3)C1)C2,361442-00-4,UKCKDSNFBFHSHC-ZEJPWUNMSA-N,"InChI=1S/C17H27NO5/c1-15(2,3)23-14(21)18-12(13(19)20)16-5-10-4-11(6-16)8-17(22,7-10)9-16/h10-12,22H,4-9H2,1-3H3,(H,18,21)(H,19,20)/t10?,11?,12-,16?,17?/m1/s1
",(2S)-[(tert-Butoxycarbonyl)amino](3-hydroxyadamantan-1-yl)acetic acid
3578-72-1,CASRN,DTXSID8063090,"Docosanoic acid, calcium salt (2:1)",[Ca++].CCCCCCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCCCCCC([O-])=O,3578-72-1,SMBKCSPGKDEPFO-UHFFFAOYSA-L,"InChI=1S/2C22H44O2.Ca/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24;/h2*2-21H2,1H3,(H,23,24);/q;;+2/p-2
",Calcium didocosanoate
557-28-8,CASRN,DTXSID10890510,"Propanoic acid, zinc salt (2:1)",[Zn++].CCC([O-])=O.CCC([O-])=O,557-28-8,XDWXRAYGALQIFG-UHFFFAOYSA-L,"InChI=1S/2C3H6O2.Zn/c2*1-2-3(4)5;/h2*2H2,1H3,(H,4,5);/q;;+2/p-2
",Zinc dipropanoate
2997-92-4,CASRN,DTXSID3049756,"2,2'-Azobis(2-amidinopropane) dihydrochloride",Cl.Cl.CC(C)(N=NC(C)(C)C(N)=N)C(N)=N,2997-92-4,LXEKPEMOWBOYRF-UHFFFAOYSA-N,"InChI=1S/C8H18N6.2ClH/c1-7(2,5(9)10)13-14-8(3,4)6(11)12;;/h1-4H3,(H3,9,10)(H3,11,12);2*1H
","2,2'-Diazenediylbis(2-methylpropanimidamide)--hydrogen chloride (1/2)"
674773-13-8,CASRN,DTXSID401036393,Methyl 5-[bis(2-methoxy-2-oxoethyl)amino]-4-cyano-2-(methoxycarbonyl)-3-thiopheneacetate,COC(=O)CN(CC(=O)OC)C1=C(C#N)C(CC(=O)OC)=C(S1)C(=O)OC,674773-13-8,AYCCQDIBOMUCEW-UHFFFAOYSA-N,"InChI=1S/C16H18N2O8S/c1-23-11(19)5-9-10(6-17)15(27-14(9)16(22)26-4)18(7-12(20)24-2)8-13(21)25-3/h5,7-8H2,1-4H3
",N/A
110-71-4,CASRN,DTXSID0025286,Ethylene glycol dimethyl ether,COCCOC,110-71-4,XTHFKEDIFFGKHM-UHFFFAOYSA-N,"InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3
","1,2-Dimethoxyethane"
10429-07-9,CASRN,DTXSID601037404,Androsterone tosylate,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(CC[C@]12C)OS(=O)(=O)C1=CC=C(C)C=C1,10429-07-9,HNTMKSKJRZRWKS-AOWVUTIXSA-N,"InChI=1S/C26H36O4S/c1-17-4-7-20(8-5-17)31(28,29)30-19-12-14-25(2)18(16-19)6-9-21-22-10-11-24(27)26(22,3)15-13-23(21)25/h4-5,7-8,18-19,21-23H,6,9-16H2,1-3H3/t18-,19?,21-,22-,23-,25-,26-/m0/s1
",N/A
1426148-68-6,CASRN,DTXSID501035950,"Alcohols, C6-8, ethoxylated",N/A,1426148-68-6,N/A,N/A,N/A
89-39-4,CASRN,DTXSID5058987,"Benzene, 1,4-dimethoxy-2-nitro-",COC1=CC(=C(OC)C=C1)[N+]([O-])=O,89-39-4,UPTOWXNJLZJTGD-UHFFFAOYSA-N,"InChI=1S/C8H9NO4/c1-12-6-3-4-8(13-2)7(5-6)9(10)11/h3-5H,1-2H3
","1,4-Dimethoxy-2-nitrobenzene"
68410-71-9,CASRN,DTXSID8028470,"Raffinates, petroleum, catalytic reformer ethylene glycol-water countercurrent exts.",N/A,68410-71-9,N/A,N/A,N/A
64741-78-2,CASRN,DTXSID5028162,"Naphtha, petroleum, heavy hydrocracked",N/A,64741-78-2,N/A,N/A,N/A
1471312-55-6,CASRN,DTXSID501073984,"Poly(oxy-1,2-ethanediyl), α-sulfo-ω-hydroxy-, C8-10-alkyl ethers, sodium salts",N/A,1471312-55-6,N/A,N/A,N/A
93925-43-0,CASRN,DTXSID701020250,"Silicic acid (H4SiO4), tetraethyl ester, reaction products with bis(acetyloxy)dioctylstannane",N/A,93925-43-0,N/A,N/A,N/A
68909-84-2,CASRN,DTXSID70101336,"Naphthalenesulfonic acid, dibutyl-, Me derivs., sodium salts",N/A,68909-84-2,N/A,N/A,N/A
3007-53-2,CASRN,DTXSID20880881,"N,N-Dimethyldodecanamide",CCCCCCCCCCCC(=O)N(C)C,3007-53-2,BDYUSDIJIDGWCY-UHFFFAOYSA-N,"InChI=1S/C14H29NO/c1-4-5-6-7-8-9-10-11-12-13-14(16)15(2)3/h4-13H2,1-3H3
","N,N-Dimethyldodecanamide"
682-09-7,CASRN,DTXSID7044976,"2,2-Bis[(prop-2-en-1-yloxy)methyl]butan-1-ol",CCC(CO)(COCC=C)COCC=C,682-09-7,BDKDHWOPFRTWPP-UHFFFAOYSA-N,"InChI=1S/C12H22O3/c1-4-7-14-10-12(6-3,9-13)11-15-8-5-2/h4-5,13H,1-2,6-11H2,3H3
","2,2-Bis{[(prop-2-en-1-yl)oxy]methyl}butan-1-ol"
736150-63-3,CASRN,DTXSID90109536,"Glycerides, castor-oil mono-, hydrogenated, acetates",N/A,736150-63-3,N/A,N/A,N/A
115-69-5,CASRN,DTXSID7059430,"1,3-Propanediol, 2-amino-2-methyl-",CC(N)(CO)CO,115-69-5,UXFQFBNBSPQBJW-UHFFFAOYSA-N,"InChI=1S/C4H11NO2/c1-4(5,2-6)3-7/h6-7H,2-3,5H2,1H3
","2-Amino-2-methylpropane-1,3-diol"
72749-80-5,CASRN,DTXSID001036422,"Benzo[a]phenazinium, 9-amino-7-phenyl-5-(phenylamino)-4,10-disulfo- sodium salt (1:2)",[Na+].[Na+].[O-]S(=O)(=O)C1=CC2=NC3=C(C=C(NC4=CC=CC=C4)C4=C(C=CC=C34)S([O-])(=O)=O)N(C3=CC=CC=C3)C2=CC1=N,72749-80-5,XGKZHGMHULYXRY-UHFFFAOYSA-L,"InChI=1S/C28H20N4O6S2.2Na/c29-20-14-23-21(16-26(20)40(36,37)38)31-28-19-12-7-13-25(39(33,34)35)27(19)22(30-17-8-3-1-4-9-17)15-24(28)32(23)18-10-5-2-6-11-18;;/h1-16,29-30H,(H,33,34,35)(H,36,37,38);;/q;2*+1/p-2
",N/A
62-33-9,CASRN,DTXSID2036409,Calcium disodium ethylenediaminetetraacetate,[Na+].[Na+].[Ca++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,62-33-9,SHWNNYZBHZIQQV-UHFFFAOYSA-J,"InChI=1S/C10H16N2O8.Ca.2Na/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20;;;/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20);;;/q;+2;2*+1/p-4
","Calcium sodium 2,2',2'',2'''-(ethane-1,2-diyldinitrilo)tetraacetate (1/2/1)"
2432-99-7,CASRN,DTXSID5020077,11-Aminoundecanoic acid,NCCCCCCCCCCC(O)=O,2432-99-7,GUOSQNAUYHMCRU-UHFFFAOYSA-N,"InChI=1S/C11H23NO2/c12-10-8-6-4-2-1-3-5-7-9-11(13)14/h1-10,12H2,(H,13,14)
",11-Aminoundecanoic acid
61790-48-5,CASRN,DTXSID1028100,"Sulfonic acids, petroleum, barium salts",N/A,61790-48-5,N/A,N/A,N/A
1298086-15-3,CASRN,DTXSID901045046,4-Bromo-1-chloro-2-[(4-ethoxyphenyl)(phenylmethoxy)methyl]benzene,CCOC1=CC=C(C=C1)C(OCC1=CC=CC=C1)C1=C(Cl)C=CC(Br)=C1,1298086-15-3,BCXSFFOHQBIFOM-UHFFFAOYNA-N,"InChI=1/C22H20BrClO2/c1-2-25-19-11-8-17(9-12-19)22(20-14-18(23)10-13-21(20)24)26-15-16-6-4-3-5-7-16/h3-14,22H,2,15H2,1H3
",N/A
1591783-13-9,CASRN,DTXSID20894347,"D-Glucitol, 1-deoxy-1-(methylamino)-, N-coco acyl derivs.",N/A,1591783-13-9,N/A,N/A,N/A
96-31-1,CASRN,DTXSID5025156,"N,N'-Dimethylurea",CNC(=O)NC,96-31-1,MGJKQDOBUOMPEZ-UHFFFAOYSA-N,"InChI=1S/C3H8N2O/c1-4-3(6)5-2/h1-2H3,(H2,4,5,6)
","N,N'-Dimethylurea"
64741-52-2,CASRN,DTXSID3028138,"Distillates, petroleum, light naphthenic",N/A,64741-52-2,N/A,N/A,N/A
100683-96-3,CASRN,DTXSID601056258,Anhydrohexitols,N/A,100683-96-3,N/A,N/A,N/A
56-86-0,CASRN,DTXSID5020659,L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O,56-86-0,WHUUTDBJXJRKMK-VKHMYHEASA-N,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1
",L-Glutamic acid
6528-34-3,CASRN,DTXSID0052336,Pigment Yellow 65,COC1=CC(=C(C=C1)N=NC(C(C)=O)C(=O)NC1=C(OC)C=CC=C1)[N+]([O-])=O,6528-34-3,UFORAEIAYCSGCR-UHFFFAOYSA-N,"InChI=1/C18H18N4O6/c1-11(23)17(18(24)19-14-6-4-5-7-16(14)28-3)21-20-13-9-8-12(27-2)10-15(13)22(25)26/h4-10,17H,1-3H3,(H,19,24)
",2-[(4-Methoxy-2-nitrophenyl)diazenyl]-N-(2-methoxyphenyl)-3-oxobutanamide
38632-47-2,CASRN,DTXSID101045111,"Methanesulfonic acid, 1,1′-(1,6-hexanediyldiimino)bis[1-oxo-, sodium salt (1:2)",[Na+].[Na+].[O-]S(=O)(=O)C(=O)NCCCCCCNC(=O)S([O-])(=O)=O,38632-47-2,VOHKSYRUFCHLGE-UHFFFAOYSA-L,"InChI=1S/C8H16N2O8S2.2Na/c11-7(19(13,14)15)9-5-3-1-2-4-6-10-8(12)20(16,17)18;;/h1-6H2,(H,9,11)(H,10,12)(H,13,14,15)(H,16,17,18);;/q;2*+1/p-2
",N/A
07-11-2359,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1054448-65-5,CASRN,DTXSID101335205,"Diammonium 5-(hexylsulfonyl)-2-{[3-methyl-2,7-dioxo-1-(3-sulfonatobenzoyl)-2,7-dihydro-3H-naphtho[1,2,3-de]quinolin-6-yl]amino}benzenesulfonate",[NH4+].[NH4+].CCCCCCS(=O)(=O)C1=CC(=C(NC2=CC=C3N(C)C(=O)C(C(=O)C4=CC(=CC=C4)S([O-])(=O)=O)=C4C5=C(C=CC=C5)C(=O)C2=C34)C=C1)S([O-])(=O)=O,1054448-65-5,UFSGGQJLCYDOQD-UHFFFAOYSA-N,"InChI=1S/C36H32N2O11S3.2H3N/c1-3-4-5-8-18-50(42,43)22-14-15-26(29(20-22)52(47,48)49)37-27-16-17-28-32-30(24-12-6-7-13-25(24)35(40)31(27)32)33(36(41)38(28)2)34(39)21-10-9-11-23(19-21)51(44,45)46;;/h6-7,9-17,19-20,37H,3-5,8,18H2,1-2H3,(H,44,45,46)(H,47,48,49);2*1H3
","Diammonium 5-(hexane-1-sulfonyl)-2-{[3-methyl-2,7-dioxo-1-(3-sulfonatobenzoyl)-2,7-dihydro-3H-naphtho[1,2,3-de]quinolin-6-yl]amino}benzene-1-sulfonate"
1489170-67-3,CASRN,DTXSID501335807,4-[(4-Chlorobenzoyl)amino]benzoic acid sodium salt (1:1),[Na+].[O-]C(=O)C1=CC=C(NC(=O)C2=CC=C(Cl)C=C2)C=C1,1489170-67-3,ULAOTXGPBXVROI-UHFFFAOYSA-M,"InChI=1S/C14H10ClNO3.Na/c15-11-5-1-9(2-6-11)13(17)16-12-7-3-10(4-8-12)14(18)19;/h1-8H,(H,16,17)(H,18,19);/q;+1/p-1
",N/A
2495-39-8,CASRN,DTXSID3041451,"2-Propene-1-sulfonic acid, sodium salt",[Na+].[O-]S(=O)(=O)CC=C,2495-39-8,DIKJULDDNQFCJG-UHFFFAOYSA-M,"InChI=1S/C3H6O3S.Na/c1-2-3-7(4,5)6;/h2H,1,3H2,(H,4,5,6);/q;+1/p-1
",Sodium prop-2-ene-1-sulfonate
88150-62-3,CASRN,DTXSID30893841,Phthalimidoamlodipine,CCOC(=O)C1=C(COCCN2C(=O)C3=C(C=CC=C3)C2=O)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,88150-62-3,AHHPZGUFLGCZCF-UHFFFAOYSA-N,"InChI=1/C28H27ClN2O7/c1-4-38-28(35)24-21(15-37-14-13-31-25(32)17-9-5-6-10-18(17)26(31)33)30-16(2)22(27(34)36-3)23(24)19-11-7-8-12-20(19)29/h5-12,23,30H,4,13-15H2,1-3H3
","3-Ethyl 5-methyl 4-(2-chlorophenyl)-2-{[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethoxy]methyl}-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate"
5026-62-0,CASRN,DTXSID1042156,Methylparaben sodium,[Na+].COC(=O)C1=CC=C([O-])C=C1,5026-62-0,PESXGULMKCKJCC-UHFFFAOYSA-M,"InChI=1S/C8H8O3.Na/c1-11-8(10)6-2-4-7(9)5-3-6;/h2-5,9H,1H3;/q;+1/p-1
",Sodium 4-(methoxycarbonyl)phenolate
112-07-2,CASRN,DTXSID1026904,2-Butoxyethyl acetate,CCCCOCCOC(C)=O,112-07-2,NQBXSWAWVZHKBZ-UHFFFAOYSA-N,"InChI=1S/C8H16O3/c1-3-4-5-10-6-7-11-8(2)9/h3-7H2,1-2H3
",2-Butoxyethyl acetate
71294-03-6,CASRN,DTXSID90395694,7-Fluorooxindole,FC1=CC=CC2=C1NC(=O)C2,71294-03-6,VMUIOEOYZHJLEZ-UHFFFAOYSA-N,"InChI=1S/C8H6FNO/c9-6-3-1-2-5-4-7(11)10-8(5)6/h1-3H,4H2,(H,10,11)
","7-Fluoro-1,3-dihydro-2H-indol-2-one"
13040-19-2,CASRN,DTXSID30891887,Zinc ricinoleate,[Zn++].CCCCCC[C@@H](O)C\C=C/CCCCCCCC([O-])=O.CCCCCC[C@@H](O)C\C=C/CCCCCCCC([O-])=O,13040-19-2,GAWWVVGZMLGEIW-GNNYBVKZSA-L,"InChI=1S/2C18H34O3.Zn/c2*1-2-3-4-11-14-17(19)15-12-9-7-5-6-8-10-13-16-18(20)21;/h2*9,12,17,19H,2-8,10-11,13-16H2,1H3,(H,20,21);/q;;+2/p-2/b2*12-9-;/t2*17-;/m11./s1
","Zinc bis[(9Z,12R)-12-hydroxyoctadec-9-enoate]"
14858-73-2,CASRN,DTXSID60864544,Bis(2-ethylhexyl) carbonate,CCCCC(CC)COC(=O)OCC(CC)CCCC,14858-73-2,PXTQQOLKZBLYDY-UHFFFAOYSA-N,"InChI=1/C17H34O3/c1-5-9-11-15(7-3)13-19-17(18)20-14-16(8-4)12-10-6-2/h15-16H,5-14H2,1-4H3
",Bis(2-ethylhexyl) carbonate
330459-31-9,CASRN,DTXSID10186703,"3-Phenyl-5-(2-thienyl)-1,2,4-oxadiazole",O1N=C(N=C1C1=CC=CS1)C1=CC=CC=C1,330459-31-9,IHNSIFFSNUQGQN-UHFFFAOYSA-N,"InChI=1S/C12H8N2OS/c1-2-5-9(6-3-1)11-13-12(15-14-11)10-7-4-8-16-10/h1-8H
","3-Phenyl-5-(thiophen-2-yl)-1,2,4-oxadiazole"
6381-77-7,CASRN,DTXSID5020570,Sodium erythorbate,[Na+].OC[C@@H](O)[C@H]1OC(=O)C(O)=C1[O-],6381-77-7,PPASLZSBLFJQEF-RKJRWTFHSA-M,"InChI=1S/C6H8O6.Na/c7-1-2(8)5-3(9)4(10)6(11)12-5;/h2,5,7-10H,1H2;/q;+1/p-1/t2-,5-;/m1./s1
","Sodium (2R)-2-[(1R)-1,2-dihydroxyethyl]-4-hydroxy-5-oxo-2,5-dihydrofuran-3-olate (non-preferred name)"
247089-62-9,CASRN,DTXSID2074902,"Pyrrolo[3,4-c]pyrrole-1,4-dione, 2,5-dihydro-3,6-bis[4-(octadecylthio)phenyl]-",CCCCCCCCCCCCCCCCCCSC1=CC=C(C=C1)C1=C2C(=O)NC(=C2C(=O)N1)C1=CC=C(SCCCCCCCCCCCCCCCCCC)C=C1,247089-62-9,FOTPMSCWVSZTND-UHFFFAOYSA-N,"InChI=1S/C54H84N2O2S2/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-43-59-47-39-35-45(36-40-47)51-49-50(54(58)55-51)52(56-53(49)57)46-37-41-48(42-38-46)60-44-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h35-42H,3-34,43-44H2,1-2H3,(H,55,58)(H,56,57)
","3,6-Bis[4-(octadecylsulfanyl)phenyl]-2,5-dihydropyrrolo[3,4-c]pyrrole-1,4-dione"
830322-14-0,CASRN,DTXSID50889100,"Cyclohexanol, 4-(3-methylbutyl)-",CC(C)CCC1CCC(O)CC1,830322-14-0,QNRGJHPSMHZLCY-UHFFFAOYSA-N,"InChI=1S/C11H22O/c1-9(2)3-4-10-5-7-11(12)8-6-10/h9-12H,3-8H2,1-2H3
",4-(3-Methylbutyl)cyclohexan-1-ol
712-50-5,CASRN,DTXSID5048182,Cyclohexylphenylketone,O=C(C1CCCCC1)C1=CC=CC=C1,712-50-5,BMFYCFSWWDXEPB-UHFFFAOYSA-N,"InChI=1S/C13H16O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1,3-4,7-8,12H,2,5-6,9-10H2
",Cyclohexyl(phenyl)methanone
